10;34.20073699951172;45.24711608886719;3.9316606521606445
40;34.41637420654297;48.64927673339844;3.988511800765991
70;34.197021484375;49.0574836730957;4.00864315032959
100;34.49620056152344;49.64645767211914;3.9745068550109863
130;34.24612808227539;49.559024810791016;3.8052732944488525
160;34.24917221069336;49.73508071899414;3.976184606552124
190;34.559539794921875;50.1156005859375;3.9723403453826904
220;34.386695861816406;50.001827239990234;3.8547580242156982
250;34.31147766113281;50.01055908203125;3.9216930866241455
280;34.30928039550781;50.04778289794922;3.9071643352508545
310;34.49289321899414;50.20718765258789;3.939011573791504
340;34.398193359375;50.17315673828125;3.9222989082336426
370;34.30290985107422;50.09816360473633;4.030815124511719
400;34.29329299926758;50.14242935180664;4.024523735046387
430;34.23845291137695;50.11301803588867;3.888904333114624
460;34.36624526977539;50.25687026977539;3.94584059715271
490;34.42254638671875;50.33143615722656;3.9525368213653564
10;26.445222854614258;45.4212646484375;3.4571187496185303
40;31.479106903076172;48.529720306396484;3.788553237915039
70;29.70855712890625;49.21574401855469;3.664867639541626
100;34.08246612548828;49.47282028198242;3.8789255619049072
130;33.87805938720703;49.59981918334961;3.80072283744812
160;34.448551177978516;49.89183044433594;3.908331871032715
190;34.192073822021484;49.69344711303711;3.788785219192505
220;34.12373352050781;49.9332160949707;3.8960800170898438
250;34.238521575927734;49.87659454345703;3.973126173019409
280;34.2777214050293;50.03730773925781;3.9335386753082275
310;33.37567138671875;50.190338134765625;3.9524173736572266
340;34.06159591674805;50.10137176513672;3.993887186050415
370;33.695091247558594;50.222068786621094;3.958176374435425
400;32.92091369628906;50.099693298339844;3.7094972133636475
430;33.6506462097168;50.18502426147461;3.9998538494110107
460;33.784969329833984;50.311058044433594;3.848496913909912
490;34.07315444946289;50.287837982177734;3.9891340732574463
10;34.28035354614258;45.3502082824707;3.990574598312378
40;34.39413833618164;48.60430908203125;3.9679861068725586
70;34.29853057861328;49.188072204589844;3.8230974674224854
100;34.42902755737305;49.57930374145508;3.8905627727508545
130;33.975440979003906;49.547183990478516;3.925887107849121
160;34.36556625366211;49.823543548583984;3.964052200317383
190;34.36505126953125;49.88822937011719;4.0528435707092285
220;34.11867904663086;49.83381271362305;3.9068894386291504
250;34.300872802734375;49.98196792602539;3.9750003814697266
280;34.2929801940918;50.015438079833984;3.9745523929595947
310;34.261566162109375;49.98248291015625;3.895106554031372
340;34.23979568481445;50.039886474609375;3.8522958755493164
370;34.53826904296875;50.3690299987793;3.9336321353912354
400;34.31053924560547;50.132720947265625;3.9671263694763184
430;34.1401252746582;50.00623321533203;3.9308013916015625
460;34.27199172973633;50.163814544677734;4.004944324493408
490;34.38720703125;50.33994674682617;3.949713945388794
