Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1605855600.0,2020-11-20 07-AM,BTCUSD,18174.46,18192.03,18142.17,18149.58,30.27,549818.75
1605852000.0,2020-11-20 06-AM,BTCUSD,18142,18190.9,18080.24,18174.46,396.07,7180032.12
1605848400.0,2020-11-20 05-AM,BTCUSD,18202.06,18228.98,18059.12,18142,490.0,8884666.54
1605844800.0,2020-11-20 04-AM,BTCUSD,17961.26,18239,17943.52,18202.06,1185.73,21477569.9
1605841200.0,2020-11-20 03-AM,BTCUSD,17976.35,18036.29,17950.13,17961.26,467.77,8412996.65
1605837600.0,2020-11-20 02-AM,BTCUSD,17976.51,18058.24,17931.14,17976.35,650.43,11709537.7
1605834000.0,2020-11-20 01-AM,BTCUSD,17794.33,17984.85,17764.76,17976.51,431.84,7722085.18
1605830400.0,2020-11-20 12-AM,BTCUSD,17821.58,17954.96,17775,17794.33,650.45,11628290.37
1605826800.0,2020-11-19 11-PM,BTCUSD,17881,17909.85,17719.24,17821.58,937.9,16706098.08
1605823200.0,2020-11-19 10-PM,BTCUSD,17950.99,17975,17881,17881,468.41,8395678.97
1605819600.0,2020-11-19 09-PM,BTCUSD,18046.37,18110.05,17900,17950.99,656.4,11810028.24
1605816000.0,2020-11-19 08-PM,BTCUSD,17979.02,18057.29,17925.17,18046.37,707.64,12740235.22
1605812400.0,2020-11-19 07-PM,BTCUSD,17953.3,17990,17890,17979.02,556.15,9976382.64
1605808800.0,2020-11-19 06-PM,BTCUSD,17982.2,18046.92,17925.38,17953.3,710.35,12791583.92
1605805200.0,2020-11-19 05-PM,BTCUSD,18020.57,18054.88,17902.06,17982.2,727.15,13066085.28
1605801600.0,2020-11-19 04-PM,BTCUSD,18064.84,18135,17927.44,18020.57,961.43,17305436.41
1605798000.0,2020-11-19 03-PM,BTCUSD,18133.01,18193.29,18033,18064.84,1039.37,18827131.66
1605794400.0,2020-11-19 02-PM,BTCUSD,18010.66,18158.93,17857.38,18133.01,1135.66,20423244.11
1605790800.0,2020-11-19 01-PM,BTCUSD,17720.42,18025.63,17717.54,18010.66,904.49,16205954.33
1605787200.0,2020-11-19 12-PM,BTCUSD,17770.49,17817.84,17663.14,17720.42,434.67,7709418.73
1605783600.0,2020-11-19 11-AM,BTCUSD,17624,17775,17596.56,17770.49,644.0,11390818.68
1605780000.0,2020-11-19 10-AM,BTCUSD,17439.8,17656.11,17375.86,17624,489.94,8579369.51
1605776400.0,2020-11-19 09-AM,BTCUSD,17544.95,17643.68,17356,17439.8,406.92,7119915.4
1605772800.0,2020-11-19 08-AM,BTCUSD,17669.7,17739.9,17404.63,17544.95,884.44,15519184.82
1605769200.0,2020-11-19 07-AM,BTCUSD,17765.37,17781.17,17610.02,17669.7,463.24,8193438.37
1605765600.0,2020-11-19 06-AM,BTCUSD,17912.24,17922.04,17718.27,17765.37,476.7,8485081.03
1605762000.0,2020-11-19 05-AM,BTCUSD,17871.04,17924.82,17735.01,17912.24,741.21,13201559.87
1605758400.0,2020-11-19 04-AM,BTCUSD,17935.44,17938.81,17761,17871.04,651.98,11627526.57
1605754800.0,2020-11-19 03-AM,BTCUSD,17945.69,18015.41,17863.99,17935.44,492.99,8844874.85
1605751200.0,2020-11-19 02-AM,BTCUSD,17872.73,18075.5,17872.01,17945.69,1106.87,19905759.76
1605747600.0,2020-11-19 01-AM,BTCUSD,17774.33,17883.51,17702.25,17872.73,537.45,9556154.22
1605744000.0,2020-11-19 12-AM,BTCUSD,17782.91,17830.72,17594.07,17774.33,1006.13,17820537.2
1605740400.0,2020-11-18 11-PM,BTCUSD,17834.51,17872.99,17673.45,17782.91,792.46,14090225.54
1605736800.0,2020-11-18 10-PM,BTCUSD,17785.63,17881.76,17725,17834.51,631.48,11245596.16
1605733200.0,2020-11-18 09-PM,BTCUSD,17655.65,17800,17607.49,17785.63,612.39,10845909.67
